"Feature"	"Measured Variable"	"Test Variable"	"coef"	"stderr"	"N"	"N.not.0"	"pval"	"qval"	"Subset"	"Model Name"	"Reference Variable"
"g__.Ruminococcus."	"probiotics_firstyr"	"Pro +"	-0.0203072086496094	0.0120538958402462	808	654	0.0924427766999086	0.202571067005932	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Coprobacillus"	"visit_age_mo"	"visit_age_mo"	0.00178961741500667	0.00106017491103865	808	104	0.0917997861423482	0.202571067005932	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Bacteroides"	"lastDiet"	"Formula"	0.0486286463878444	0.0296057314033351	808	800	0.100877269686135	0.218567417653293	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Coprobacillus"	"mode_of_delivery"	"Vaginal"	-0.00361049515528801	0.0022171090536886	808	104	0.103825517453429	0.223403872037724	"OneSamplePerKidPerTime"	"case lastDiet pro"	"C-section"
"g__Phascolarctobacterium"	"visit_age_mo"	"visit_age_mo"	0.0010798018262826	0.000673209549782654	808	100	0.109123869839094	0.231609846189098	"OneSamplePerKidPerTime"	"case lastDiet pro"	"visit_age_mo"
"g__Coprobacillus"	"case_id"	"AP Case"	-0.00429921668568742	0.00267886971231154	808	104	0.108925317037475	0.231609846189098	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"f__Lachnospiraceae_unknwn"	"case_id"	"AP Case"	-0.00555129433449604	0.00348318137559055	808	149	0.111395220735826	0.234833168037688	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Actinomyces"	"lastDiet"	"Formula"	-0.0107172753823889	0.00679360644635931	808	460	0.115070142654616	0.2393458967216	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Finegoldia"	"lastDiet"	"Partially BF"	0.00604802145238724	0.00382748105203976	808	215	0.114472690155969	0.2393458967216	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Peptostreptococcaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	0.00530285131848223	0.00339583446464997	808	100	0.118790071741873	0.245447035652081	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Pro -"
"g__Faecalibacterium"	"lastDiet"	"Formula"	0.0122135283997867	0.00787715605365923	808	328	0.121423635499853	0.249237988657593	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"f__Bifidobacteriaceae_unknwn"	"case_id"	"AP Case"	0.0130039163446337	0.00840550874015109	808	118	0.122248203428321	0.24929045404991	"OneSamplePerKidPerTime"	"case lastDiet pro"	"No AP"
"g__Collinsella"	"lastDiet"	"Partially BF"	0.00657307382162934	0.00425933405701481	808	155	0.123180282525441	0.249560052908685	"OneSamplePerKidPerTime"	"case lastDiet pro"	"Exclusively BF"
"g__Faecalibacterium"	"visit_age_mo"	"visit_age_mo"	0.0467125981971211	0.00376963374903239	808	328	2.45590846461574e-32	1.02165792128015e-29	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lachnospira"	"visit_age_mo"	"visit_age_mo"	0.0304265532740376	0.0027754979265183	808	231	4.0513938624191e-26	8.42689923383172e-24	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"visit_age_mo"	"visit_age_mo"	0.0267616377116252	0.00252737756948382	808	324	1.39499434702026e-24	1.93439216120142e-22	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"visit_age_mo"	"visit_age_mo"	-0.0356112493573641	0.00340363395986049	808	534	4.50518890221069e-24	4.68539645829912e-22	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Formula"	0.102611119703137	0.0104972614238669	808	648	2.25076479550784e-21	1.87263630986252e-19	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Ruminococcus."	"visit_age_mo"	"visit_age_mo"	0.0520623073205231	0.0058084379532192	808	654	2.26947965865268e-18	1.57350589666586e-16	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0445696269761731	0.00500404299315051	808	648	3.60866477293781e-18	2.14457792220304e-16	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bacteroides"	"mode_of_delivery"	"Vaginal"	0.217092085586005	0.0245725486024332	808	800	6.49403890801875e-18	3.37690023216975e-16	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Roseburia"	"visit_age_mo"	"visit_age_mo"	0.0262395613843429	0.00299087285147632	808	268	1.06983574350808e-17	4.94501854777069e-16	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Oscillospira"	"visit_age_mo"	"visit_age_mo"	0.0170511213641598	0.00197988757239818	808	361	3.8998327901336e-17	1.62233044069558e-15	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Oscillospira"	"lastDiet"	"Formula"	0.0342799585067591	0.00415332111769962	808	361	6.47865866053916e-16	2.45011091162208e-14	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Sutterella"	"visit_age_mo"	"visit_age_mo"	0.0126741139652073	0.00155597197217909	808	114	1.48382344382975e-15	5.14392127194314e-14	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"visit_age_mo"	"visit_age_mo"	0.0333478276451904	0.00446960759002372	808	564	2.27970626009386e-13	7.29506003230035e-12	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Ruminococcus"	"visit_age_mo"	"visit_age_mo"	0.0112743254471841	0.00157000643872069	808	306	1.60711983522959e-12	4.77544179611079e-11	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"visit_age_mo"	"visit_age_mo"	0.0115278677122986	0.00167143948672893	808	149	1.09347208879982e-11	3.03256259293817e-10	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.00745950658761006	0.00109946275633712	808	157	2.29132206636704e-11	5.95743737255431e-10	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"lastDiet"	"Formula"	0.0302313491231205	0.00446569089736572	808	425	2.52721674913433e-11	6.18424804494048e-10	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Eubacterium."	"visit_age_mo"	"visit_age_mo"	0.0136177122250613	0.00212879420090761	808	425	2.72229447581025e-10	6.29152501076146e-09	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__SMB53"	"lastDiet"	"Formula"	0.0147661127355789	0.00235114137664247	808	112	5.58849351510384e-10	1.2235859485701e-08	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unknwn"	"visit_age_mo"	"visit_age_mo"	-0.0696843731680157	0.0111573406188187	808	768	6.91223962904134e-10	1.4377458428406e-08	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Ruminococcaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0115563837906369	0.00186524778239318	808	237	9.3640019737551e-10	1.8549642005153e-08	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"visit_age_mo"	"visit_age_mo"	0.0170231897891889	0.00288918151232758	808	330	5.65784824628939e-09	1.06984766838927e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Ruminococcus"	"lastDiet"	"Formula"	0.0193392817178792	0.00329349049298017	808	306	6.3549430109709e-09	1.14941577937561e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__.Ruminococcus."	"lastDiet"	"Formula"	0.0711909605829213	0.0121846858115949	808	654	7.52533627231839e-09	1.30439162053519e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"mode_of_delivery"	"Vaginal"	-0.0659589223795268	0.0115769933994064	808	775	1.72027252511847e-08	2.86253348179714e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Parabacteroides"	"mode_of_delivery"	"Vaginal"	0.0696013067601823	0.0123303415220175	808	576	2.31169972638485e-08	3.69871956221577e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"lastDiet"	"Formula"	0.0521584176252031	0.00937614632783938	808	564	3.6406404942036e-08	5.60928313180999e-07	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"lastDiet"	"Formula"	0.0535850059791526	0.0098663925255705	808	492	7.47551900557284e-08	1.11064853797082e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"lastDiet"	"Formula"	-0.155819282062556	0.0292653202109704	808	802	1.32366554280324e-07	1.88563791464632e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"visit_age_mo"	"visit_age_mo"	-0.0177889535400886	0.00334423714382942	808	578	1.35983503460071e-07	1.88563791464632e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Peptostreptococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0180993295144325	0.00342767899742917	808	100	1.67072352861066e-07	2.24200318678076e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"lastDiet"	"Formula"	0.0450799414258446	0.00882828640647285	808	304	4.12617655164881e-07	5.36402951714346e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"lastDiet"	"Formula"	0.0304777970633167	0.00606079797424182	808	330	6.12331384157022e-07	7.71908653967639e-06	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0926305584789944	0.0193166117007714	808	768	1.9426674507977e-06	2.37691076332895e-05	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Erysipelotrichaceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0222133223662732	0.00469769418884881	808	589	2.68037630059635e-06	3.1858186887088e-05	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"probiotics_firstyr"	"Pro +"	0.0416974183950792	0.00913369778447565	808	494	5.79004294748806e-06	6.6907162948751e-05	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Ruminococcaceae_unclsfd"	"lastDiet"	"Formula"	0.0174972477182259	0.00391283480555025	808	237	8.90214005178333e-06	0.000100088925987618	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"lastDiet"	"Partially BF"	0.050133548445083	0.0113812714976805	808	648	1.20509598948253e-05	0.000131926297795982	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Corynebacterium"	"visit_age_mo"	"visit_age_mo"	-0.00454149497207971	0.00103453508537416	808	290	1.28929808609629e-05	0.000137525129183604	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Megasphaera"	"visit_age_mo"	"visit_age_mo"	0.00709671192712774	0.00162203382636167	808	182	1.37706995738721e-05	0.00014321527556827	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Formula"	-0.0615076897212525	0.0143196098069242	808	672	1.96292007112312e-05	0.000199164573070054	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Parabacteroides"	"probiotics_firstyr"	"Pro +"	-0.0611849532621106	0.014791853858918	808	576	3.9087089162271e-05	0.000387148311702494	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprobacillus"	"lastDiet"	"Formula"	0.0109699609405458	0.00269642547415575	808	104	5.21347471587832e-05	0.000504373367861716	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unknwn"	"symptoms"	"Symptomatic"	-0.053295572449902	0.0131865992691884	808	648	5.8302819560207e-05	0.000551226657660139	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Phascolarctobacterium"	"lastDiet"	"Partially BF"	0.00746569170400687	0.00185689824119848	808	100	6.36708597866929e-05	0.000588601726028094	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Clostridium"	"mode_of_delivery"	"Vaginal"	-0.0620077791892481	0.0156070439329614	808	702	7.74850551271185e-05	0.000700734411584376	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"symptoms"	"Pre-"	0.0793653936060441	0.0202657154311919	808	804	9.77653888551609e-05	0.000865327697100999	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Clostridiaceae_unclsfd"	"mode_of_delivery"	"Vaginal"	-0.0442405928907928	0.01135628621852	808	623	0.000106263962906463	0.00092095434518935	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Lactobacillus"	"symptoms"	"Resolved"	0.0450677892014926	0.0116771100674454	808	494	0.000122957072798065	0.00104388045477541	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bacteroides"	"visit_age_mo"	"visit_age_mo"	0.0536835576294457	0.014193187649927	808	800	0.000167160050772946	0.00139077162243091	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterococcaceae_unknwn"	"mode_of_delivery"	"Vaginal"	-0.0215159970341097	0.0057898501578138	808	578	0.000216628431235738	0.00176700838027582	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Veillonella"	"visit_age_mo"	"visit_age_mo"	0.0246169956301395	0.00668691076364263	808	775	0.000247858363925147	0.00198286691140118	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Bifidobacterium"	"visit_age_mo"	"visit_age_mo"	0.0507863091544642	0.0139507738857538	808	802	0.000290064212721301	0.00227673042437852	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Prevotella"	"visit_age_mo"	"visit_age_mo"	0.00721310582077456	0.00199758818604581	808	280	0.000324512221367788	0.00249994600164814	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unclsfd"	"visit_age_mo"	"visit_age_mo"	0.0168034755921843	0.0047033078811394	808	492	0.000374878601188371	0.0028354454198975	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"lastDiet"	"Formula"	-0.0252263122253899	0.007139993704433	808	534	0.000434722037255617	0.00322936370532744	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0901703429699592	0.0257218168506681	808	785	0.000481428274737965	0.00351358179457883	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Anaerococcus"	"lastDiet"	"Partially BF"	0.018043325250741	0.00519022905982551	808	193	0.000536114469685133	0.00384523481705199	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Ruminococcus"	"probiotics_firstyr"	"Pro +"	0.0112605976513915	0.00326076269109256	808	306	0.000583306736453783	0.00411280681974193	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Anaerococcus"	"visit_age_mo"	"visit_age_mo"	-0.00783174545731273	0.00228200595732728	808	193	0.000630600853732737	0.00437216591921364	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"lastDiet"	"Formula"	0.0181011880129359	0.00530182156708158	808	324	0.000672651625693967	0.00458726354571623	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Lachnospiraceae_unknwn"	"lastDiet"	"Formula"	0.0118345582532473	0.00350627228230925	808	149	0.000773707358274712	0.00519132679100452	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Streptococcus"	"visit_age_mo"	"visit_age_mo"	-0.0212064125753927	0.00636096265155375	808	804	0.00089673216559012	0.00592127906167444	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"o__Clostridiales_unclsfd"	"lastDiet"	"Formula"	0.00766340093044937	0.00230640464018269	808	157	0.000932913541964966	0.00606393802277228	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Akkermansia"	"probiotics_firstyr"	"Pro +"	0.0285100627798965	0.00874055868746654	808	304	0.00115483485066927	0.00739094304428334	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Erysipelotrichaceae_unclsfd"	"probiotics_firstyr"	"Pro +"	-0.0315655510868609	0.00975668988825446	808	589	0.00126616811159894	0.00798069597613875	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"probiotics_firstyr"	"Pro +"	0.0299138503480626	0.00928297446044191	808	564	0.00132347743592069	0.00809656784327949	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Symptomatic"	0.105186979348464	0.0326359048250802	808	785	0.00132073436027885	0.00809656784327949	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Collinsella"	"lastDiet"	"Formula"	0.0125324134450476	0.00393533327189756	808	155	0.00150683674261046	0.00908469688298482	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Staphylococcus"	"lastDiet"	"Partially BF"	-0.0244419986999881	0.0077412768493239	808	534	0.00165291912815991	0.00977509089656497	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Coprococcus"	"lastDiet"	"Partially BF"	0.018109924777666	0.00574830598674234	808	324	0.00169184265517471	0.00977509089656497	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Dorea"	"symptoms"	"Resolved"	0.0241821090996936	0.00767151826191349	808	330	0.00168207243781817	0.00977509089656497	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Campylobacter"	"visit_age_mo"	"visit_age_mo"	0.00278332230524943	0.000887939735817492	808	146	0.00178502653064373	0.0101722059828465	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Haemophilus"	"lastDiet"	"Partially BF"	-0.0482598281481347	0.0155255128335574	808	672	0.00194875308529079	0.0109551524794725	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Finegoldia"	"visit_age_mo"	"visit_age_mo"	-0.00522141356577162	0.00168288180832627	808	215	0.00198659692214044	0.011018990928139	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Enterococcus"	"lastDiet"	"Partially BF"	0.00957465732334329	0.00313720773282494	808	101	0.00235008557135909	0.0128636262853339	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Rothia"	"visit_age_mo"	"visit_age_mo"	-0.0022915304048065	0.000762858483257396	808	425	0.00275037525290667	0.0148591701975218	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Peptoniphilus"	"visit_age_mo"	"visit_age_mo"	-0.00461104456594261	0.00155456938265551	808	153	0.00310726950651924	0.0165721040347693	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Blautia"	"symptoms"	"Symptomatic"	-0.0342300899983423	0.0117782609503638	808	564	0.00376131620767419	0.0198064245872464	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"g__Fusobacterium"	"visit_age_mo"	"visit_age_mo"	0.00218758694157202	0.000754779148200811	808	141	0.00385627644208195	0.0200526374988262	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Bifidobacteriaceae_unknwn"	"lastDiet"	"Formula"	-0.0240073701884955	0.00845611287442554	808	118	0.00464162626940653	0.0238384756552236	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
"f__Enterobacteriaceae_unclsfd"	"symptoms"	"Pre-"	0.111750057554403	0.0394569013685767	808	785	0.00474118872706925	0.0240528598836684	"OneSamplePerKidPerTime"	"symptoms lastDiet pro (Control as reference)"	"Control"
